"","cell","Longitude(x)","Latitude(y)","Elaenia_cristata","Psittacanthus_robustus","Qualea_dichotoma","Qualea_grandiflora","Qualea_multiflora","Qualea_parviflora","Salvertia_convallariodora","Tersina_viridis","Thraupis_sayaca","Vochysia_cinnamomea","Vochysia_elliptica","Vochysia_rufa","Vochysia_thyrsoidea","Vochysia_tucanorum","bio1","bio12","bio14","bio15","bio18","bio19","bio2","bio4"
"120","120",-71.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,24.2975482940674,2358.8203125,40.0533409118652,59.7816314697266,422.012908935547,911.406066894531,9.83302688598633,47.856273651123
"121","121",-70.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,27.0035934448242,2006.9375,12.3094396591187,71.1312255859375,229.861068725586,931.651733398438,9.45652103424072,82.1591262817383
"122","122",-69.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,27.261100769043,2024.63562011719,8.52032852172852,77.3073959350586,205.208526611328,1001.68463134766,9.41961765289307,88.6986465454102
"123","123",-68.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,27.5185527801514,2058.9287109375,6.7576265335083,81.8064346313477,179.147232055664,1065.22338867188,9.58926105499268,100.841911315918
"124","124",-67.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,27.7297172546387,2051.10327148438,6.68645286560059,84.4358673095703,159.677185058594,1095.98107910156,9.76691818237305,103.02653503418
"125","125",-66.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.5298099517822,1983.59228515625,9.80460929870605,80.7266464233398,168.838684082031,1022.95385742188,10.2692575454712,83.9539566040039
"126","126",-65.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.2840003967285,2010.31896972656,19.3835639953613,75.391716003418,309.759887695312,920.661376953125,10.2978401184082,60.0026054382324
"127","127",-64.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.6191387176514,2022.33605957031,23.8686466217041,73.6109085083008,359.522674560547,365.444152832031,9.82678699493408,51.3823928833008
"128","128",-63.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.0668697357178,1944.48181152344,30.1908798217773,70.8394546508789,340.665496826172,200.403427124023,9.9693546295166,54.5546684265137
"129","129",-62.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,25.6880226135254,1808.97912597656,37.1101951599121,59.4880676269531,356.244445800781,191.582717895508,9.63417053222656,56.8613929748535
"130","130",-61.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,25.8552207946777,1750.78869628906,42.0929527282715,53.5954284667969,382.718811035156,237.502899169922,9.77766799926758,55.6634979248047
"131","131",-60.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,25.4646854400635,1820.08056640625,60.6157569885254,46.6070022583008,420.36572265625,302.509979248047,9.02110767364502,56.4580345153809
"132","132",-59.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,25.9756679534912,2002.51684570312,73.4261016845703,44.6590309143066,470.417602539062,294.445983886719,7.90233087539673,54.112491607666
"133","133",-58.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.4050216674805,2033.09887695312,80.1399765014648,41.4321212768555,410.188201904297,378.804382324219,7.19550037384033,50.9089202880859
"134","134",-57.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.9007167816162,1972.75,78.9642868041992,43.3805389404297,316.142852783203,408.25,7.20032787322998,47.5766944885254
"157","157",-73.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,17.7138061523438,1793.28735351562,54.2261505126953,43.0938529968262,457.751098632812,523.073791503906,9.97769355773926,37.5730819702148
"158","158",-72.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,14.6449584960938,1711.11022949219,22.0989418029785,57.9199562072754,295.052520751953,625.864562988281,9.55021381378174,49.4608192443848
"159","159",-71.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,25.9390563964844,2514.37451171875,23.9297389984131,63.1558570861816,226.954650878906,1029.935546875,10.0563297271729,85.8299026489258
"160","160",-70.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.9529857635498,2426.1220703125,16.5862197875977,71.032958984375,255.730865478516,1106.75231933594,9.64710330963135,95.2678985595703
"161","161",-69.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,27.2955093383789,2433.43823242188,14.3105821609497,72.8374328613281,221.069046020508,1156.05822753906,9.57688426971436,98.2865905761719
"162","162",-68.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,27.72483253479,2468.73876953125,16.2693042755127,74.4034805297852,179.843612670898,1214.2587890625,9.65934276580811,102.983100891113
"163","163",-67.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,27.4107723236084,2400.97778320312,20.4664573669434,74.3334045410156,198.021942138672,1197.31079101562,10.0265884399414,112.78279876709
"164","164",-66.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,24.9338893890381,2316.82543945312,19.5701541900635,73.0516052246094,241.883010864258,1112.25927734375,10.7362146377563,75.1745376586914
"165","165",-65.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,24.2549686431885,2356.787109375,28.8022384643555,69.9766159057617,404.786651611328,881.554504394531,11.0030488967896,48.9862670898438
"166","166",-64.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,25.5228481292725,2612.84936523438,41.7259635925293,64.8962707519531,512.02294921875,247.836349487305,10.4946575164795,43.2869033813477
"167","167",-63.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,25.3155689239502,2554.19580078125,47.2249374389648,64.2057952880859,519.168640136719,561.115234375,10.2387552261353,43.5989646911621
"168","168",-62.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,24.6965637207031,2341.4921875,51.5382499694824,57.4866027832031,504.261688232422,664.052978515625,10.1262054443359,47.1154365539551
"169","169",-61.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,22.8624286651611,2126.11108398438,60.7831764221191,49.6205673217773,526.252319335938,350.703186035156,9.6771821975708,49.7581787109375
"170","170",-60.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,23.2590198516846,2062.2451171875,66.4440689086914,46.5051879882812,423.66455078125,330.948883056641,9.13272571563721,50.6480407714844
"171","171",-59.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,25.315357208252,2139.76513671875,73.3526382446289,46.749080657959,437.679870605469,346.857238769531,8.31747627258301,56.1434593200684
"172","172",-58.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.3390941619873,2047.74035644531,80.1591720581055,45.3731460571289,345.299224853516,351.849029541016,8.09537220001221,56.8217277526855
"173","173",-57.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.9142208099365,2057.80981445312,80.7641372680664,46.1678771972656,286.060882568359,380.4658203125,8.31120109558105,57.6032028198242
"174","174",-56.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,27.0617141723633,2003.74206542969,76.0487289428711,45.2384757995605,254.783615112305,411.680236816406,7.9938702583313,58.8623657226562
"175","175",-55.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.8803443908691,2096.95434570312,83.4947357177734,41.1360778808594,286.866058349609,462.097717285156,8.02395820617676,63.8953323364258
"176","176",-54.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.594898223877,2269.060546875,88.7248229980469,40.4413452148438,305.417266845703,531.546142578125,8.02592849731445,60.6623458862305
"177","177",-53.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.189847946167,2442.08642578125,79.6696701049805,43.775074005127,302.504302978516,641.062683105469,7.99221038818359,56.5398712158203
"178","178",-52.64,5.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.0430526733398,2494.71435546875,70.8571395874023,47.3799018859863,269,707.428588867188,7.69001531600952,49.7024040222168
"196","196",-73.64,4.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,15.5167455673218,1915.90686035156,42.6178321838379,46.2082366943359,396.621978759766,695.957336425781,9.37608051300049,46.4611892700195
"197","197",-72.64,4.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,25.2560291290283,2845.4736328125,26.8429412841797,60.7372817993164,217.161804199219,1129.36157226562,9.657151222229,96.6124877929688
"198","198",-71.64,4.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.7306976318359,2622.359375,17.2005004882812,64.5922546386719,136.10514831543,1099.03503417969,9.72740173339844,110.908042907715
"199","199",-70.64,4.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,26.8298034667969,2696.80224609375,18.1454429626465,69.3482055664062,130.398254394531,1246.19372558594,9.66686534881592,103.590538024902
"200","200",-69.64,4.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,27.1602439880371,2752.95336914062,23.1964817047119,68.1628723144531,140.000747680664,1283.86254882812,9.42418193817139,97.0610580444336
"201","201",-68.64,4.834,1,1,0,1,1,1,1,0,0,0,1,1,1,1,27.4455242156982,2772.13037109375,31.159330368042,65.9377059936523,165.623275756836,1276.32080078125,9.49500846862793,90.192741394043
"202","202",-67.64,4.834,1,1,0,1,1,1,1,0,0,0,1,1,1,1,26.978401184082,2739.91967773438,33.7999076843262,64.672004699707,196.139236450195,1234.98034667969,10.227689743042,84.6164245605469
"203","203",-66.64,4.834,1,1,0,1,1,1,1,0,0,0,1,1,1,1,25.2981777191162,2696.83959960938,34.4202842712402,65.5233154296875,320.106842041016,1211.98010253906,11.0383319854736,61.6163215637207
"204","204",-65.64,4.834,1,1,0,1,1,1,1,0,0,0,1,1,1,1,26.1269454956055,2773.30712890625,43.9547119140625,64.4359436035156,449.46728515625,1129.36840820312,11.4363889694214,44.7157211303711
"205","205",-64.64,4.834,1,1,0,1,1,1,1,0,0,0,1,1,1,1,24.3925323486328,2806.12426757812,59.7597351074219,58.0429306030273,637.755432128906,285.730041503906,10.9347152709961,38.3383560180664
"206","206",-63.64,4.834,1,1,0,1,1,1,1,0,0,0,1,1,1,1,25.1639804840088,2844.38720703125,72.9347076416016,56.1700477600098,626.645812988281,975.448547363281,10.5057506561279,40.7843170166016
"207","207",-62.64,4.834,1,1,0,1,1,1,1,0,0,0,1,1,1,1,24.8473606109619,2655.36791992188,71.4990081787109,52.6519012451172,399.310546875,1074.44384765625,10.2081317901611,43.9789390563965
"208","208",-61.64,4.834,1,1,0,1,1,1,1,0,0,0,1,1,1,1,22.7265853881836,2239.38525390625,64.5822906494141,51.2811393737793,446.346069335938,867.452331542969,9.99566268920898,43.6382369995117
"209","209",-60.64,4.834,1,1,0,1,1,1,1,0,0,0,1,1,1,1,22.3534126281738,1992.23681640625,63.7203369140625,52.9704208374023,389.3662109375,677.407592773438,9.65793037414551,48.5472106933594
"210","210",-59.64,4.834,1,1,0,1,1,1,1,0,0,0,1,0,1,1,23.9681816101074,2007.6533203125,67.4060974121094,57.0761260986328,334.260192871094,373.443115234375,8.69296932220459,52.3471717834473
"211","211",-58.64,4.834,1,1,0,1,1,1,1,0,0,0,1,0,1,1,26.4079818725586,2182.54321289062,77.1059265136719,51.6162910461426,286.78076171875,409.890350341797,8.39269924163818,60.1245422363281
"212","212",-57.64,4.834,1,1,0,1,1,1,1,0,0,0,1,0,1,1,26.6050834655762,2058.3125,71.3237075805664,51.085506439209,252.179626464844,397.895660400391,8.73247814178467,66.0443801879883
"213","213",-56.64,4.834,1,1,0,1,1,1,1,0,0,0,1,0,1,1,26.4949359893799,2147.5087890625,73.3885345458984,47.6490936279297,250.339813232422,461.759185791016,8.6444730758667,67.4965362548828
"214","214",-55.64,4.834,1,1,0,1,1,1,1,0,0,0,1,0,1,1,26.5094032287598,2246.10815429688,77.8634796142578,44.3387908935547,271.536987304688,504.172576904297,8.78842735290527,67.6767044067383
"215","215",-54.64,4.834,1,1,0,1,1,1,1,0,0,0,1,0,1,1,26.2353172302246,2401.16967773438,86.6719284057617,41.9930038452148,301.084289550781,573.856018066406,8.67132091522217,62.0256729125977
"216","216",-53.64,4.834,1,1,0,1,1,1,1,0,0,0,1,0,1,1,25.6445217132568,2685.11572265625,86.0813674926758,43.0056800842285,335.068420410156,698.701843261719,8.35068225860596,52.3140907287598
"217","217",-52.64,4.834,1,1,0,1,1,1,1,0,0,0,1,0,1,1,25.5762481689453,2995.13305664062,77.8171768188477,49.235107421875,310.614135742188,860.468505859375,7.90037488937378,43.2987785339355
"218","218",-51.64,4.834,1,1,0,1,1,1,1,0,0,0,1,0,1,1,25.8451538085938,3039.16674804688,69.1666641235352,52.2893371582031,278.833343505859,942.333312988281,7.94580507278442,43.9593276977539
"235","235",-73.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,1,1,22.5559616088867,2736.37036132812,47.328426361084,47.9700393676758,315.666839599609,938.667358398438,8.98478412628174,71.3984832763672
"236","236",-72.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,1,1,26.7194805145264,2746.35546875,18.9725666046143,59.7633056640625,189.736312866211,1086.82507324219,9.3948917388916,112.971099853516
"237","237",-71.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,1,1,26.7276382446289,2561.16625976562,13.2304229736328,63.0624542236328,153.981552124023,1081.90869140625,9.53387451171875,110.300552368164
"238","238",-70.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,1,1,26.5721950531006,2620.17163085938,23.4491481781006,61.0013122558594,179.716674804688,1120.36633300781,9.14608669281006,92.0721969604492
"239","239",-69.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,26.5216388702393,2787.97705078125,38.038990020752,57.6851463317871,222.569793701172,1179.53869628906,9.03146362304688,81.3974533081055
"240","240",-68.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,26.7573204040527,2939.71875,51.4544296264648,55.9762115478516,253.20637512207,1234.58654785156,9.39243507385254,74.2499465942383
"241","241",-67.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,27.1506061553955,3080.22778320312,69.1310653686523,53.8153305053711,290.131011962891,1269.77307128906,10.2532320022583,72.3598709106445
"242","242",-66.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,27.1904964447021,3160.134765625,72.8957290649414,53.6814193725586,327.847381591797,1271.53210449219,11.0757961273193,67.4232406616211
"243","243",-65.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,24.8597869873047,2965.28637695312,78.7543869018555,50.5616149902344,505.107238769531,1138.10766601562,11.3770313262939,40.3326530456543
"244","244",-64.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,23.4926605224609,2893.85327148438,91.8468399047852,48.3085021972656,667.24462890625,885.288940429688,10.9831991195679,32.4483795166016
"245","245",-63.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,24.6242275238037,2752.08715820312,88.7707443237305,47.1368370056152,605.635803222656,1076.34118652344,10.5133094787598,40.8245468139648
"246","246",-62.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,24.865550994873,2544.98950195312,86.2687683105469,47.2902603149414,442.886077880859,1010.60150146484,10.0191946029663,46.3562889099121
"247","247",-61.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,25.9375820159912,2083.4169921875,63.6272125244141,56.4009819030762,325.719787597656,892.386474609375,9.71122264862061,57.4459991455078
"248","248",-60.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,27.0447330474854,1693.74609375,40.8701515197754,72.3648910522461,247.253494262695,829.105651855469,9.56820106506348,67.9513092041016
"249","249",-59.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,26.6339130401611,1655.78039550781,49.7266044616699,72.4981460571289,240.237030029297,746.362609863281,8.7313985824585,62.3704795837402
"250","250",-58.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,26.5778827667236,1875.0947265625,57.5487861633301,64.1020126342773,217.78776550293,542.788513183594,8.3806324005127,58.6096611022949
"251","251",-57.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,26.2258739471436,2015.70092773438,56.8134727478027,57.0974502563477,212.203231811523,408.50634765625,8.82605361938477,62.9416656494141
"252","252",-56.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,25.7401161193848,2170.55688476562,56.5340194702148,52.3083648681641,214.43977355957,509.006561279297,9.03792285919189,69.7706146240234
"253","253",-55.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,26.0601062774658,2315.69262695312,58.1701736450195,49.6353912353516,219.059722900391,600.338745117188,9.06890487670898,68.4426651000977
"254","254",-54.64,3.834,1,1,0,1,1,1,1,0,0,0,0,0,0,1,25.8204898834229,2461.39379882812,69.1144866943359,45.5292129516602,250.292953491211,676.324829101562,9.09828948974609,57.4779167175293
"255","255",-53.64,3.834,0,1,0,1,1,1,1,0,0,0,0,0,0,1,25.2561779022217,2622.55004882812,74.3448715209961,44.765495300293,275.571655273438,762.211853027344,9.04949855804443,50.0704612731934
"256","256",-52.64,3.834,0,1,0,1,1,1,1,0,0,0,0,0,0,1,25.4145965576172,2980.02587890625,72.8940811157227,49.1563949584961,297.141998291016,933.319702148438,8.81941032409668,48.8115272521973
"257","257",-51.64,3.834,0,1,0,1,1,1,1,0,0,0,0,0,0,1,25.9422721862793,3185.82104492188,70.0661239624023,53.5249328613281,272.784912109375,1057.29284667969,8.57337284088135,54.2839889526367
"258","258",-50.64,3.834,0,1,0,1,1,1,1,0,0,0,0,0,0,1,26.3299922943115,2844.28564453125,47.7142868041992,59.6333847045898,187.428573608398,1031.28576660156,8.20569705963135,59.6954536437988
"274","274",-73.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.7632293701172,2581.31640625,38.4211311340332,47.537281036377,260.284606933594,890.492919921875,9.51031684875488,79.0250015258789
"275","275",-72.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,27.2722034454346,2700.94799804688,20.1027603149414,55.4431610107422,208.988723754883,1020.90191650391,9.42293834686279,105.323036193848
"276","276",-71.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.9128284454346,2635.984375,20.1369647979736,56.6792449951172,202.091888427734,1050.93383789062,9.04177474975586,96.7351913452148
"277","277",-70.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.3749294281006,2752.31127929688,32.2827186584473,54.2984352111816,237.544677734375,1099.44934082031,9.01987934112549,81.1497650146484
"278","278",-69.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.1843109130859,2999.97924804688,56.7132911682129,49.663215637207,305.001159667969,1173.86499023438,9.3444356918335,70.6300735473633
"279","279",-68.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.3133792877197,3215.4072265625,92.9538955688477,44.0116844177246,391.962738037109,1211.28698730469,10.0614643096924,63.9190979003906
"280","280",-67.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.571382522583,3388.50073242188,116.587249755859,41.146728515625,458.274627685547,1252.62390136719,11.0824823379517,59.9877471923828
"281","281",-66.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.7885704040527,3383.939453125,124.707305908203,40.2430572509766,464.331909179688,1210.51867675781,11.6700582504272,55.780933380127
"282","282",-65.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.6878051757812,2914.87890625,114.620811462402,40.2025947570801,440.280212402344,1019.22430419922,11.4802694320679,46.3080863952637
"283","283",-64.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.2861652374268,2644.8662109375,108.290802001953,39.9394760131836,529.884155273438,930.791564941406,10.9472799301147,37.0534820556641
"284","284",-63.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,23.7481727600098,2577.72045898438,100.011215209961,45.2585334777832,528.183898925781,972.526794433594,10.3508892059326,36.9676704406738
"285","285",-62.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.7671718597412,2315.24462890625,89.0312194824219,49.5997505187988,399.996887207031,915.522399902344,9.80169105529785,49.7250022888184
"286","286",-61.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.6819705963135,2014.34704589844,69.4173431396484,60.858642578125,335.943969726562,880.18603515625,9.32149219512939,60.3475875854492
"287","287",-60.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,27.5346202850342,1725.94030761719,40.4159393310547,76.8211364746094,251.638671875,859.123352050781,9.06213188171387,71.3787384033203
"288","288",-59.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,27.1174812316895,1618.52954101562,39.9190330505371,81.6046371459961,209.192337036133,863.723083496094,8.82771587371826,70.1063003540039
"289","289",-58.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.2604217529297,1720.82922363281,50.6093444824219,71.4679641723633,190.877822875977,888.319274902344,8.41349220275879,60.4361915588379
"290","290",-57.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.9391021728516,1895.4296875,48.467227935791,62.4848594665527,181.688491821289,528.750915527344,8.85385704040527,59.0588417053223
"291","291",-56.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.7808265686035,1992.17236328125,43.5852966308594,57.9696655273438,172.48371887207,480.341278076172,9.0870361328125,58.7949104309082
"292","292",-55.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.5463848114014,2046.31335449219,46.0263328552246,57.1571922302246,204.169448852539,511.380676269531,9.16940498352051,58.9373970031738
"293","293",-54.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.4788608551025,2269.85620117188,51.6005630493164,52.0999641418457,199.582504272461,652.345275878906,9.34672355651855,54.1060066223145
"294","294",-53.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.5446510314941,2439.65625,54.9725494384766,49.4857368469238,217.434585571289,765.79248046875,9.42846584320068,51.8459091186523
"295","295",-52.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.5907878875732,2602.76245117188,59.5268783569336,50.0840721130371,248.273422241211,845.078063964844,9.22684478759766,55.5937690734863
"296","296",-51.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.8715133666992,2794.33276367188,57.139533996582,53.939079284668,224.949295043945,958.240234375,8.65207481384277,62.588737487793
"297","297",-50.64,2.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.5009593963623,2685.00366210938,38.5958251953125,60.7355537414551,153.740417480469,1001.30206298828,8.02954864501953,70.1448822021484
"313","313",-73.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.9669208526611,2445.88305664062,41.6588554382324,46.2118148803711,266.393585205078,848.164855957031,9.33752536773682,77.525764465332
"314","314",-72.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.7441215515137,2566.3876953125,28.7886505126953,49.9835166931152,232.451202392578,927.132080078125,9.13901233673096,90.3977127075195
"315","315",-71.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.5762844085693,2731.80053710938,39.3031425476074,48.7094993591309,270.526763916016,1018.45294189453,9.00934314727783,84.0705184936523
"316","316",-70.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.1242485046387,2954.513671875,69.4072723388672,42.8541030883789,357.928802490234,1069.44152832031,9.08223438262939,69.7409744262695
"317","317",-69.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.7852592468262,3231.93090820312,119.999549865723,35.2399787902832,476.936340332031,1097.83020019531,9.48172187805176,59.920768737793
"318","318",-68.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.9289932250977,3421.93676757812,170.96223449707,29.5896587371826,592.849304199219,1100.69873046875,10.2487506866455,54.4667701721191
"319","319",-67.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.1913890838623,3546.33520507812,189.675888061523,27.093469619751,655.936828613281,1145.11010742188,11.3968734741211,48.8386421203613
"320","320",-66.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.5606803894043,3265.51708984375,168.256713867188,28.9236145019531,582.383056640625,1077.52380371094,11.8849687576294,44.807071685791
"321","321",-65.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.9351577758789,2823.4970703125,140.845947265625,31.6692428588867,497.107147216797,897.799011230469,11.213586807251,38.1485824584961
"322","322",-64.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.1085567474365,2560.435546875,128.04997253418,34.3848457336426,512.9521484375,835.694946289062,10.6484327316284,34.9305572509766
"323","323",-63.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.6263809204102,2354.32836914062,110.435737609863,41.054313659668,440.212066650391,823.611145019531,10.142297744751,40.517032623291
"324","324",-62.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.3825435638428,2126.17944335938,85.7778167724609,52.1771812438965,340.724975585938,835.408569335938,9.61416149139404,48.8739852905273
"325","325",-61.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.6318893432617,1939.43859863281,66.2485046386719,62.3723068237305,306.847564697266,846.912292480469,9.14268493652344,55.0740852355957
"326","326",-60.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,27.1057033538818,1825.12707519531,50.05810546875,73.3779754638672,257.012908935547,924.681396484375,8.7758321762085,60.996753692627
"327","327",-59.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,26.4472808837891,1755.43444824219,47.2588043212891,75.1112899780273,221.425430297852,940.572509765625,8.54458522796631,60.6082763671875
"328","328",-58.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.90234375,1742.66809082031,53.2618370056152,68.646125793457,195.571487426758,869.903076171875,8.49219989776611,57.5325317382812
"329","329",-57.64,1.834,0,0,0,1,1,1,1,0,0,0,0,0,0,1,25.9131565093994,1842.38952636719,50.2736968994141,62.1554641723633,181.60124206543,545.348876953125,8.77425479888916,55.7800140380859
"330","330",-56.64,1.834,0,0,0,1,1,1,0,0,0,0,0,0,0,1,25.7760562896729,1897.73657226562,43.3835563659668,60.0393142700195,164.42951965332,476.035369873047,9.04701900482178,53.2517700195312
"331","331",-55.64,1.834,0,0,0,1,1,1,0,0,0,0,0,0,0,1,25.4268779754639,1923.66870117188,45.5983352661133,59.0408134460449,171.000457763672,512.783447265625,9.47596168518066,56.652515411377
"332","332",-54.64,1.834,0,0,0,1,1,1,0,0,0,0,0,0,0,1,25.2217140197754,2115.1787109375,50.5719757080078,53.7741241455078,187.825500488281,620.189025878906,9.2435131072998,54.4005432128906
"333","333",-53.64,1.834,0,0,0,1,1,1,0,0,0,0,0,0,0,1,25.2747001647949,2275.42041015625,55.3007926940918,50.4439849853516,202.459320068359,721.251037597656,9.26244068145752,56.8562355041504
"334","334",-52.64,1.834,0,0,0,1,1,1,0,0,0,0,0,0,0,1,25.5535449981689,2410.19213867188,58.6997108459473,49.7780952453613,210.747787475586,803.118408203125,8.97015762329102,61.5396766662598
"335","335",-51.64,1.834,0,0,0,1,1,1,0,0,0,0,0,0,0,1,25.9099216461182,2510.220703125,49.4201583862305,54.9756469726562,180.540100097656,908.242858886719,8.34707736968994,69.5898284912109
"336","336",-50.64,1.834,0,0,0,1,1,1,0,0,0,0,0,0,0,1,26.7605152130127,2493.67846679688,27.8083820343018,64.6380767822266,112.325660705566,990.452880859375,7.7369384765625,79.3916702270508
"337","337",-49.64,1.834,0,0,0,1,1,1,0,0,0,0,0,0,0,1,26.8909950256348,2498,18.25,70.6635208129883,78.8125,1057.6875,7.2716007232666,77.9629669189453
