"","cell","Longitude(x)","Latitude(y)","Elaenia_cristata","Psittacanthus_robustus","Qualea_dichotoma","Qualea_grandiflora","Qualea_multiflora","Qualea_parviflora","Salvertia_convallariodora","Tersina_viridis","Thraupis_sayaca","Vochysia_cinnamomea","Vochysia_elliptica","Vochysia_rufa","Vochysia_thyrsoidea","Vochysia_tucanorum","bio1","bio12","bio14","bio15","bio18","bio19","bio2","bio4"
"54","54",-59.64,8.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,26.2564640045166,2018.80004882812,68.4000015258789,38.2356109619141,506.299987792969,309.5,7.46807146072388,50.0800590515137
"79","79",-73.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,25.8162403106689,2365.8173828125,37.4024887084961,51.7895851135254,459.579162597656,699.352600097656,10.1137752532959,42.2504043579102
"80","80",-72.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19.5589923858643,1649.71557617188,51.189826965332,43.8641128540039,477.426971435547,221.556930541992,8.8802547454834,55.5577430725098
"81","81",-71.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,21.7616157531738,1785.32080078125,37.4337768554688,52.0562515258789,457.460144042969,210.963592529297,8.6602725982666,43.9058456420898
"82","82",-70.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,27.0225429534912,1712.74060058594,15.500111579895,66.4540176391602,286.059387207031,513.894714355469,9.24371719360352,47.5196647644043
"83","83",-69.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,27.6287441253662,1674.77966308594,7.07190179824829,76.9771499633789,222.274215698242,797.695983886719,9.43267345428467,59.9169731140137
"84","84",-68.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,27.4423675537109,1633.67578125,3.47826766967773,82.3273620605469,163.672348022461,848.320556640625,9.56435108184814,83.9281387329102
"85","85",-67.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,27.4125308990479,1603.83642578125,2.20207595825195,88.1495056152344,114.878845214844,877.505981445312,9.55781936645508,92.2573547363281
"86","86",-66.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,27.4640445709229,1527.71081542969,4.91433715820312,86.9829406738281,209.605850219727,830.883361816406,9.73216438293457,68.2658615112305
"87","87",-65.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,27.5170307159424,1502.00646972656,10.9823999404907,81.9813919067383,224.754684448242,802.2998046875,10.2338514328003,60.1310386657715
"88","88",-64.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,27.5534782409668,1398.99304199219,12.1226892471313,78.744514465332,206.376831054688,534.715637207031,9.97363376617432,61.428092956543
"89","89",-63.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,27.1204490661621,1350.25268554688,16.5167694091797,73.9108200073242,196.877716064453,104.908332824707,9.91154861450195,66.6513671875
"90","90",-62.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,25.8450317382812,1394.79125976562,28.9313526153564,59.9575881958008,241.579696655273,159.431274414062,9.59292221069336,64.7655258178711
"91","91",-61.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,25.3792476654053,1607.88586425781,49.1544380187988,50.3267135620117,389.584045410156,246.883392333984,9.22367382049561,56.1951866149902
"92","92",-60.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,25.8634490966797,1845.81494140625,69.520133972168,42.2394561767578,461.596527099609,336.250885009766,8.30122756958008,53.7794952392578
"93","93",-59.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,26.2444705963135,2076.1240234375,81.0622711181641,40.3300971984863,508.212524414062,309.463195800781,7.65723609924316,51.179874420166
"94","94",-58.64,7.834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,26.6773681640625,2042.84216308594,84.184211730957,38.7820930480957,464.105255126953,337.184204101562,6.94065713882446,50.2569351196289
"118","118",-73.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,25.1471385955811,2394.51684570312,59.958568572998,44.5780906677246,447.47216796875,816.158264160156,10.2161350250244,32.3492736816406
"119","119",-72.64,6.834,1,1,1,1,1,1,1,0,0,0,1,1,1,1,14.2546148300171,1588.41003417969,35.0981369018555,50.6890869140625,446.655639648438,394.804656982422,9.26699352264404,32.0283966064453
